Wavelength,Transmittance
400,6.79
405,7.85
410,9.01
415,10.26
420,11.62
425,13.1
430,14.71
435,16.48
440,18.49
445,20.79
450,23.4
455,26.33
460,29.5
465,32.77
470,35
475,37.08
480,42.1
485,44.98
490,47.98
495,51.17
500,54.58
505,58.2
510,61.98
515,65.86
520,66.67
525,73.25
530,76.36
535,78.86
540,80.65
545,81.65
550,81.91
555,81.52
560,80.59
565,79.23
570,77.6
575,75.8
580,73.97
585,72.19
590,70.52
595,69.01
600,67.68
