700.0000,74.486
698.0000,74.4256
696.0000,74.5161
694.0000,74.7735
692.0000,75.1721
690.0000,75.7208
688.0000,76.4131
686.0000,77.2029
684.0000,78.119
682.0000,79.164
680.0000,80.3428
678.0000,81.6776
676.0000,82.9706
674.0000,84.3056
672.0000,85.6506
670.0000,86.9155
668.0000,88.1359
666.0000,89.2064
664.0000,90.1078
662.0000,90.8213
660.0000,91.3685
658.0000,91.7093
656.0000,91.8102
654.0000,91.7004
652.0000,91.3706
650.0000,90.8218
648.0000,90.0752
646.0000,89.1406
644.0000,88.0398
642.0000,86.7992
640.0000,85.4504
638.0000,84.0507
636.0000,82.6272
634.0000,81.247
632.0000,79.9117
630.0000,78.6307
628.0000,77.4687
626.0000,76.4219
624.0000,75.583
622.0000,74.9501
620.0000,74.5727
618.0000,74.4746
616.0000,74.6669
614.0000,75.1319
612.0000,75.8533
610.0000,76.8418
608.0000,78.0265
606.0000,79.3575
604.0000,80.7737
602.0000,82.1699
600.0000,83.497
598.0000,84.6845
596.0000,85.6227
594.0000,86.26
592.0000,86.584
590.0000,86.5521
588.0000,86.1669
586.0000,85.4296
584.0000,84.4265
582.0000,83.1194
580.0000,81.5757
578.0000,79.8285
576.0000,77.9437
574.0000,75.9852
572.0000,74.0725
570.0000,72.3025
568.0000,70.741
566.0000,69.5135
564.0000,68.6695
562.0000,68.1973
560.0000,68.053
558.0000,68.1936
556.0000,68.4681
554.0000,68.6901
552.0000,68.6875
550.0000,68.2604
548.0000,67.2733
546.0000,65.6755
544.0000,63.4225
542.0000,60.6052
540.0000,57.2987
538.0000,53.6574
536.0000,49.8546
534.0000,46.0556
532.0000,42.3116
530.0000,38.6675
528.0000,35.166
526.0000,31.8213
524.0000,28.5332
522.0000,25.2675
520.0000,22.0085
518.0000,18.7487
516.0000,15.6213
514.0000,12.7359
512.0000,10.142
510.0000,7.82774
508.0000,5.93625
506.0000,4.41308
504.0000,3.23578
502.0000,2.34383
500.0000,1.6855
498.0000,1.20649
496.0000,0.86592
494.0000,0.62403
492.0000,0.453571
490.0000,0.333801
488.0000,0.249558
486.0000,0.189609
484.0000,0.147282
482.0000,0.116255
480.0000,0.092976
478.0000,0.0757279
476.0000,0.0621999
474.0000,0.052093
472.0000,0.0440946
470.0000,0.0382208
468.0000,0.0331629
466.0000,0.0291984
464.0000,0.0259557
462.0000,0.0231434
460.0000,0.0209475
458.0000,0.0188031
456.0000,0.0170262
454.0000,0.0152461
452.0000,0.0137323
450.0000,0.0113816
448.0000,0.0100912
446.0000,0.00880398
444.0000,0.00795764
442.0000,0.00714923
440.0000,0.0063739
438.0000,0.00556946
436.0000,0.00510999
434.0000,0.00479099
432.0000,0.00425393
430.0000,0.00373889
428.0000,0.00287966
426.0000,0.00256912
424.0000,0.00186962
422.0000,0.00168316
420.0000,0.00128825
418.0000,0.00106118
416.0000,0.000876779
414.0000,0.000497432
412.0000,0.000100924
410.0000,0.000795904
408.0000,0.000457265
406.0000,0.000268918
404.0000,6.93668E-005
402.0000,-0.000127009
400.0000,-3.0598E-005
398.0000,-0.000337461
396.0000,-0.000402701
394.0000,-0.000506043
392.0000,-0.000617933
390.0000,-0.000831435
388.0000,-0.000895949
386.0000,-0.00107433
384.0000,-0.000981597
382.0000,-0.00113099
380.0000,-0.00101734
378.0000,-0.00101922
376.0000,-0.00114866
374.0000,-0.00107882
372.0000,-0.00107162
370.0000,0.000344427
368.0000,0.000268943
366.0000,-4.95666E-005
364.0000,-0.000496975
362.0000,-0.000579597
360.0000,-0.00074558
358.0000,-0.000836579
356.0000,-0.000935228
354.0000,-0.00100994
352.0000,-0.00102474
350.0000,-0.0011649
348.0000,-0.00124559
346.0000,-0.00132715
344.0000,-0.00133649
342.0000,-0.00133095
340.0000,-0.000113444
338.0000,-8.86373E-005
336.0000,-0.000268741
334.0000,-0.000234174
332.0000,-0.000385209
330.0000,-0.000339064
328.0000,-0.00057169
326.0000,-0.000262628
324.0000,0.000632694
322.0000,0.00114827
320.0000,-0.000328683
318.0000,-0.00115845
316.0000,-0.00110364
314.0000,-0.00108909
312.0000,-0.000253764
310.0000,0.000471962
308.0000,0.00227525
306.0000,0.0080279
304.0000,0.0191902
302.0000,0.0396714
300.0000,0.0921237
