2500.0000	53.1445
2498.0000	53.2023
2496.0000	53.2628
2494.0000	53.3165
2492.0000	53.3597
2490.0000	53.4406
2488.0000	53.5326
2486.0000	53.6221
2484.0000	53.7196
2482.0000	53.8069
2480.0000	53.908
2478.0000	53.9978
2476.0000	54.0762
2474.0000	54.1424
2472.0000	54.2186
2470.0000	54.3101
2468.0000	54.4106
2466.0000	54.4878
2464.0000	54.5667
2462.0000	54.64
2460.0000	54.7163
2458.0000	54.7962
2456.0000	54.8661
2454.0000	54.9393
2452.0000	55.0192
2450.0000	55.0886
2448.0000	55.166
2446.0000	55.2493
2444.0000	55.3271
2442.0000	55.3924
2440.0000	55.4492
2438.0000	55.5242
2436.0000	55.5966
2434.0000	55.6807
2432.0000	55.7645
2430.0000	55.8338
2428.0000	55.8921
2426.0000	55.9565
2424.0000	56.0243
2422.0000	56.0888
2420.0000	56.1564
2418.0000	56.2186
2416.0000	56.2901
2414.0000	56.3587
2412.0000	56.417
2410.0000	56.4713
2408.0000	56.5364
2406.0000	56.5981
2404.0000	56.665
2402.0000	56.7238
2400.0000	56.7759
2398.0000	56.8405
2396.0000	56.9035
2394.0000	56.9585
2392.0000	57.0128
2390.0000	57.0664
2388.0000	57.1185
2386.0000	57.1735
2384.0000	57.227
2382.0000	57.2748
2380.0000	57.3206
2378.0000	57.3778
2376.0000	57.4223
2374.0000	57.4749
2372.0000	57.5258
2370.0000	57.5671
2368.0000	57.608
2366.0000	57.6571
2364.0000	57.7039
2362.0000	57.7478
2360.0000	57.7833
2358.0000	57.821
2356.0000	57.8603
2354.0000	57.9004
2352.0000	57.9331
2350.0000	57.9736
2348.0000	58.009
2346.0000	58.0436
2344.0000	58.0789
2342.0000	58.1121
2340.0000	58.1386
2338.0000	58.1708
2336.0000	58.1911
2334.0000	58.2187
2332.0000	58.2416
2330.0000	58.2694
2328.0000	58.2978
2326.0000	58.3161
2324.0000	58.3345
2322.0000	58.3549
2320.0000	58.373
2318.0000	58.3881
2316.0000	58.4038
2314.0000	58.4184
2312.0000	58.4324
2310.0000	58.4473
2308.0000	58.459
2306.0000	58.4685
2304.0000	58.4787
2302.0000	58.4884
2300.0000	58.4947
2298.0000	58.5005
2296.0000	58.5056
2294.0000	58.5033
2292.0000	58.5035
2290.0000	58.508
2288.0000	58.5112
2286.0000	58.5088
2284.0000	58.5087
2282.0000	58.5078
2280.0000	58.5012
2278.0000	58.4909
2276.0000	58.477
2274.0000	58.47
2272.0000	58.4641
2270.0000	58.4498
2268.0000	58.4292
2266.0000	58.4098
2264.0000	58.3982
2262.0000	58.3753
2260.0000	58.3558
2258.0000	58.3376
2256.0000	58.313
2254.0000	58.2909
2252.0000	58.2618
2250.0000	58.2362
2248.0000	58.2094
2246.0000	58.1817
2244.0000	58.1451
2242.0000	58.1174
2240.0000	58.0862
2238.0000	58.052
2236.0000	58.0169
2234.0000	57.9792
2232.0000	57.9422
2230.0000	57.9086
2228.0000	57.8655
2226.0000	57.8267
2224.0000	57.7807
2222.0000	57.7339
2220.0000	57.6875
2218.0000	57.6394
2216.0000	57.5885
2214.0000	57.5364
2212.0000	57.4835
2210.0000	57.4246
2208.0000	57.3733
2206.0000	57.3155
2204.0000	57.2527
2202.0000	57.1936
2200.0000	57.1296
2198.0000	57.0703
2196.0000	57.0055
2194.0000	56.939
2192.0000	56.875
2190.0000	56.8108
2188.0000	56.743
2186.0000	56.6773
2184.0000	56.6086
2182.0000	56.5361
2180.0000	56.4677
2178.0000	56.3945
2176.0000	56.3195
2174.0000	56.2443
2172.0000	56.1726
2170.0000	56.0966
2168.0000	56.0208
2166.0000	55.9424
2164.0000	55.87
2162.0000	55.796
2160.0000	55.7182
2158.0000	55.6414
2156.0000	55.5638
2154.0000	55.4757
2152.0000	55.4002
2150.0000	55.3256
2148.0000	55.2414
2146.0000	55.1617
2144.0000	55.0812
2142.0000	55.0031
2140.0000	54.9205
2138.0000	54.842
2136.0000	54.7658
2134.0000	54.6862
2132.0000	54.6054
2130.0000	54.5205
2128.0000	54.4408
2126.0000	54.3555
2124.0000	54.2669
2122.0000	54.1824
2120.0000	54.0982
2118.0000	54.0142
2116.0000	53.9287
2114.0000	53.8385
2112.0000	53.7475
2110.0000	53.6665
2108.0000	53.5759
2106.0000	53.4837
2104.0000	53.398
2102.0000	53.3034
2100.0000	53.2118
2098.0000	53.1168
2096.0000	53.0305
2094.0000	52.9334
2092.0000	52.8408
2090.0000	52.7459
2088.0000	52.6503
2086.0000	52.5522
2084.0000	52.4592
2082.0000	52.3648
2080.0000	52.2691
2078.0000	52.1709
2076.0000	52.0728
2074.0000	51.9782
2072.0000	51.8823
2070.0000	51.7817
2068.0000	51.6848
2066.0000	51.5905
2064.0000	51.4971
2062.0000	51.4038
2060.0000	51.3087
2058.0000	51.2099
2056.0000	51.1133
2054.0000	51.0202
2052.0000	50.9274
2050.0000	50.8328
2048.0000	50.7338
2046.0000	50.642
2044.0000	50.547
2042.0000	50.4521
2040.0000	50.3546
2038.0000	50.2603
2036.0000	50.1617
2034.0000	50.0672
2032.0000	49.97
2030.0000	49.8746
2028.0000	49.7809
2026.0000	49.6885
2024.0000	49.591
2022.0000	49.5004
2020.0000	49.405
2018.0000	49.3116
2016.0000	49.2182
2014.0000	49.1296
2012.0000	49.0374
2010.0000	48.9467
2008.0000	48.8517
2006.0000	48.7661
2004.0000	48.673
2002.0000	48.5819
2000.0000	48.4881
1998.0000	48.3968
1996.0000	48.3103
1994.0000	48.2191
1992.0000	48.1296
1990.0000	48.0361
1988.0000	47.9458
1986.0000	47.8586
1984.0000	47.7681
1982.0000	47.6846
1980.0000	47.5951
1978.0000	47.5066
1976.0000	47.4204
1974.0000	47.3373
1972.0000	47.2495
1970.0000	47.1648
1968.0000	47.0762
1966.0000	46.9897
1964.0000	46.9007
1962.0000	46.8133
1960.0000	46.7242
1958.0000	46.6422
1956.0000	46.5634
1954.0000	46.4791
1952.0000	46.3985
1950.0000	46.3108
1948.0000	46.2253
1946.0000	46.1428
1944.0000	46.079
1942.0000	46.0168
1940.0000	45.9421
1938.0000	45.8362
1936.0000	45.721
1934.0000	45.6399
1932.0000	45.5927
1930.0000	45.566
1928.0000	45.5036
1926.0000	45.4086
1924.0000	45.3078
1922.0000	45.1964
1920.0000	45.0966
1918.0000	45.0028
1916.0000	44.934
1914.0000	44.8973
1912.0000	44.8447
1910.0000	44.7341
1908.0000	44.6032
1906.0000	44.4861
1904.0000	44.4294
1902.0000	44.4242
1900.0000	44.4048
1898.0000	44.3572
1896.0000	44.2742
1894.0000	44.1884
1892.0000	44.1121
1890.0000	44.0763
1888.0000	44.0481
1886.0000	44.0102
1884.0000	43.9501
1882.0000	43.8686
1880.0000	43.7669
1878.0000	43.6447
1876.0000	43.5435
1874.0000	43.4946
1872.0000	43.4985
1870.0000	43.4611
1868.0000	43.3488
1866.0000	43.2272
1864.0000	43.1408
1862.0000	43.0974
1860.0000	43.0527
1858.0000	42.9933
1856.0000	42.9614
1854.0000	42.9667
1852.0000	42.9777
1850.0000	42.9024
1848.0000	42.7546
1846.0000	42.5903
1844.0000	42.4929
1842.0000	42.4625
1840.0000	42.4842
1838.0000	42.463
1836.0000	42.3474
1834.0000	42.2249
1832.0000	42.158
1830.0000	42.1395
1828.0000	42.0925
1826.0000	41.9831
1824.0000	41.8727
1822.0000	41.8251
1820.0000	41.8239
1818.0000	41.7847
1816.0000	41.7078
1814.0000	41.6226
1812.0000	41.5613
1810.0000	41.5118
1808.0000	41.4495
1806.0000	41.3805
1804.0000	41.3133
1802.0000	41.2513
1800.0000	41.1898
1798.0000	41.123
1796.0000	41.0568
1794.0000	40.9922
1792.0000	40.9266
1790.0000	40.8601
1788.0000	40.7969
1786.0000	40.7345
1784.0000	40.6687
1782.0000	40.6027
1780.0000	40.5361
1778.0000	40.4669
1776.0000	40.3969
1774.0000	40.326
1772.0000	40.2571
1770.0000	40.1905
1768.0000	40.1229
1766.0000	40.0554
1764.0000	39.9858
1762.0000	39.9166
1760.0000	39.8482
1758.0000	39.7768
1756.0000	39.7083
1754.0000	39.6405
1752.0000	39.57
1750.0000	39.4989
1748.0000	39.4286
1746.0000	39.3578
1744.0000	39.2871
1742.0000	39.2166
1740.0000	39.1426
1738.0000	39.0699
1736.0000	38.9972
1734.0000	38.9247
1732.0000	38.8502
1730.0000	38.7747
1728.0000	38.7007
1726.0000	38.6244
1724.0000	38.5481
1722.0000	38.4733
1720.0000	38.3963
1718.0000	38.3152
1716.0000	38.2353
1714.0000	38.1573
1712.0000	38.0768
1710.0000	37.9956
1708.0000	37.9113
1706.0000	37.8239
1704.0000	37.7397
1702.0000	37.6562
1700.0000	37.5723
1698.0000	37.4865
1696.0000	37.3989
1694.0000	37.3092
1692.0000	37.2207
1690.0000	37.1297
1688.0000	37.0373
1686.0000	36.9438
1684.0000	36.8462
1682.0000	36.753
1680.0000	36.661
1678.0000	36.5659
1676.0000	36.4703
1674.0000	36.3739
1672.0000	36.2767
1670.0000	36.1768
1668.0000	36.0794
1666.0000	35.9818
1664.0000	35.8847
1662.0000	35.7874
1660.0000	35.6917
1658.0000	35.5977
1656.0000	35.5029
1654.0000	35.4074
1652.0000	35.3099
1650.0000	35.2066
1648.0000	35.1015
1646.0000	34.9977
1644.0000	34.8948
1642.0000	34.7918
1640.0000	34.6895
1638.0000	34.5874
1636.0000	34.4822
1634.0000	34.3792
1632.0000	34.2735
1630.0000	34.1663
1628.0000	34.0596
1626.0000	33.9521
1624.0000	33.8451
1622.0000	33.7385
1620.0000	33.6316
1618.0000	33.5268
1616.0000	33.4193
1614.0000	33.3112
