2500,69.7721
2499,69.7772
2498,69.7846
2497,69.7914
2496,69.8051
2495,69.8082
2494,69.8221
2493,69.8299
2492,69.8389
2491,69.8507
2490,69.8599
2489,69.8687
2488,69.8764
2487,69.8863
2486,69.8949
2485,69.9081
2484,69.9192
2483,69.9342
2482,69.9426
2481,69.953
2480,69.9629
2479,69.9742
2478,69.9809
2477,69.9919
2476,70.0026
2475,70.015
2474,70.0279
2473,70.0453
2472,70.0582
2471,70.068
2470,70.0851
2469,70.0953
2468,70.1062
2467,70.1147
2466,70.1263
2465,70.1396
2464,70.1508
2463,70.1678
2462,70.1829
2461,70.1964
2460,70.2138
2459,70.2225
2458,70.2321
2457,70.2429
2456,70.2533
2455,70.2673
2454,70.2807
2453,70.2969
2452,70.3158
2451,70.3367
2450,70.3535
2449,70.3712
2448,70.3854
2447,70.4031
2446,70.4199
2445,70.4385
2444,70.4531
2443,70.4699
2442,70.4847
2441,70.5014
2440,70.5187
2439,70.5299
2438,70.5458
2437,70.5609
2436,70.5798
2435,70.5941
2434,70.6069
2433,70.6219
2432,70.6369
2431,70.6551
2430,70.6684
2429,70.6892
2428,70.7018
2427,70.7185
2426,70.7413
2425,70.758
2424,70.7717
2423,70.7876
2422,70.8055
2421,70.8192
2420,70.8318
2419,70.8453
2418,70.8633
2417,70.8788
2416,70.8948
2415,70.9129
2414,70.9311
2413,70.9471
2412,70.9597
2411,70.9766
2410,70.9875
2409,71.0021
2408,71.0154
2407,71.0321
2406,71.0507
2405,71.065
2404,71.08
2403,71.0942
2402,71.1109
2401,71.1276
2400,71.1343
2399,71.1518
2398,71.165
2397,71.1786
2396,71.1928
2395,71.2063
2394,71.221
2393,71.2344
2392,71.2468
2391,71.2621
2390,71.2755
2389,71.2877
2388,71.3038
2387,71.318
2386,71.3318
2385,71.341
2384,71.3551
2383,71.3686
2382,71.3788
2381,71.3915
2380,71.4016
2379,71.4176
2378,71.4286
2377,71.4399
2376,71.4533
2375,71.4694
2374,71.4811
2373,71.4933
2372,71.5083
2371,71.5223
2370,71.5319
2369,71.5423
2368,71.5563
2367,71.566
2366,71.5778
2365,71.5885
2364,71.6011
2363,71.6181
2362,71.6311
2361,71.641
2360,71.6564
2359,71.6674
2358,71.6788
2357,71.6904
2356,71.7039
2355,71.7155
2354,71.727
2353,71.7412
2352,71.7511
2351,71.7648
2350,71.7738
2349,71.7871
2348,71.8025
2347,71.8078
2346,71.8207
2345,71.8359
2344,71.8493
2343,71.8611
2342,71.8714
2341,71.8849
2340,71.8986
2339,71.9117
2338,71.9187
2337,71.9318
2336,71.9492
2335,71.9613
2334,71.9721
2333,71.9834
2332,71.9946
2331,72.0094
2330,72.0156
2329,72.0247
2328,72.0359
2327,72.0477
2326,72.0594
2325,72.0693
2324,72.0836
2323,72.0949
2322,72.109
2321,72.1195
2320,72.1312
2319,72.1429
2318,72.1529
2317,72.1652
2316,72.1775
2315,72.1914
2314,72.1986
2313,72.2093
2312,72.2202
2311,72.2316
2310,72.2375
2309,72.2467
2308,72.2609
2307,72.2727
2306,72.2815
2305,72.2912
2304,72.2963
2303,72.3098
2302,72.3195
2301,72.3299
2300,72.3408
2299,72.3531
2298,72.368
2297,72.3786
2296,72.3896
2295,72.4038
2294,72.4168
2293,72.4296
2292,72.4384
2291,72.4526
2290,72.4633
2289,72.4728
2288,72.4824
2287,72.4946
2286,72.5053
2285,72.5152
2284,72.5227
2283,72.5347
2282,72.5437
2281,72.5548
2280,72.561
2279,72.5729
2278,72.5854
2277,72.5962
2276,72.6083
2275,72.6141
2274,72.625
2273,72.636
2272,72.6471
2271,72.6584
2270,72.6667
2269,72.6771
2268,72.6884
2267,72.6986
2266,72.7088
2265,72.7195
2264,72.7289
2263,72.7416
2262,72.7511
2261,72.7631
2260,72.772
2259,72.7837
2258,72.7897
2257,72.7998
2256,72.8104
2255,72.8181
2254,72.8301
2253,72.8357
2252,72.8479
2251,72.8632
2250,72.8715
2249,72.8822
2248,72.896
2247,72.9063
2246,72.9159
2245,72.9238
2244,72.9339
2243,72.9437
2242,72.9535
2241,72.9621
2240,72.9757
2239,72.9864
2238,72.9997
2237,73.0088
2236,73.0224
2235,73.0338
2234,73.0465
2233,73.0556
2232,73.0673
2231,73.0797
2230,73.0896
2229,73.1005
2228,73.1128
2227,73.1244
2226,73.1385
2225,73.1542
2224,73.1711
2223,73.1882
2222,73.198
2221,73.2148
2220,73.2323
2219,73.2448
2218,73.2562
2217,73.273
2216,73.2931
2215,73.3102
2214,73.3271
2213,73.3483
2212,73.3668
2211,73.3887
2210,73.4089
2209,73.4338
2208,73.4553
2207,73.4771
2206,73.4984
2205,73.5237
2204,73.5532
2203,73.5782
2202,73.6047
2201,73.6325
2200,73.661
2199,73.6901
2198,73.7216
2197,73.7505
2196,73.7793
2195,73.8087
2194,73.8425
2193,73.873
2192,73.9037
2191,73.9345
2190,73.9675
2189,73.9949
2188,74.0285
2187,74.0632
2186,74.0991
2185,74.1269
2184,74.1607
2183,74.1967
2182,74.227
2181,74.2598
2180,74.294
2179,74.3277
2178,74.3611
2177,74.3902
2176,74.4202
2175,74.4517
2174,74.4805
2173,74.5047
2172,74.5319
2171,74.5577
2170,74.5841
2169,74.6086
2168,74.6338
2167,74.6603
2166,74.6854
2165,74.7076
2164,74.7307
2163,74.7522
2162,74.7768
2161,74.797
2160,74.8172
2159,74.8381
2158,74.8579
2157,74.8767
2156,74.8983
2155,74.9175
2154,74.9351
2153,74.9538
2152,74.9747
2151,74.9918
2150,75.0098
2149,75.0298
2148,75.0466
